1,6,32.8,236.6,49.6,124.2,0.7,-1,-1,-1
1,5,387.5,224.2,25.6,62.4,0.7,-1,-1,-1
1,4,207.9,220.0,25.5,61.7,0.8,-1,-1,-1
1,3,231.2,218.6,26.6,64.0,0.8,-1,-1,-1
1,2,405.0,227.3,24.6,60.9,0.8,-1,-1,-1
1,1,51.1,231.8,56.2,132.1,0.8,-1,-1,-1
2,6,34.3,237.4,45.3,118.6,0.6,-1,-1,-1
2,5,388.5,225.5,26.1,64.5,0.8,-1,-1,-1
2,4,207.8,220.0,26.3,63.4,0.8,-1,-1,-1
2,3,231.2,219.1,26.7,63.9,0.8,-1,-1,-1
2,2,405.6,229.2,24.4,59.9,0.8,-1,-1,-1
2,1,50.1,233.0,56.1,132.9,0.8,-1,-1,-1
3,6,31.8,239.0,45.6,120.4,0.6,-1,-1,-1
3,5,388.6,225.6,25.8,64.1,0.7,-1,-1,-1
3,4,208.0,221.0,26.1,62.9,0.8,-1,-1,-1
3,3,230.8,220.1,26.7,63.3,0.8,-1,-1,-1
3,2,406.0,230.1,24.8,59.9,0.8,-1,-1,-1
3,1,51.0,233.7,55.5,132.4,0.8,-1,-1,-1
4,6,29.4,240.8,47.4,121.2,0.6,-1,-1,-1
4,5,388.6,226.5,26.2,64.6,0.7,-1,-1,-1
4,4,208.1,222.7,26.0,62.2,0.8,-1,-1,-1
4,3,230.7,221.3,26.5,62.9,0.8,-1,-1,-1
4,2,406.7,230.6,24.8,60.3,0.8,-1,-1,-1
4,1,51.0,235.0,55.7,131.5,0.8,-1,-1,-1
5,6,28.0,241.9,49.3,121.6,0.7,-1,-1,-1
5,5,388.8,227.2,26.6,65.2,0.7,-1,-1,-1
5,4,208.3,223.3,26.1,62.3,0.8,-1,-1,-1
5,3,230.6,222.3,26.3,62.6,0.8,-1,-1,-1
5,2,406.7,231.2,25.0,59.8,0.8,-1,-1,-1
5,1,50.3,236.7,55.6,130.1,0.8,-1,-1,-1
6,6,26.3,244.3,51.2,122.8,0.7,-1,-1,-1
6,5,389.7,228.8,26.3,64.3,0.7,-1,-1,-1
6,4,208.9,224.3,26.1,62.2,0.8,-1,-1,-1
6,3,230.8,223.2,26.3,62.7,0.8,-1,-1,-1
6,2,407.5,232.2,25.3,59.8,0.7,-1,-1,-1
6,1,50.5,237.5,56.2,130.4,0.8,-1,-1,-1
7,6,25.3,245.4,51.7,122.9,0.7,-1,-1,-1
7,5,391.4,228.1,26.7,65.8,0.7,-1,-1,-1
7,4,209.6,225.1,25.8,61.6,0.8,-1,-1,-1
7,3,231.1,223.4,26.5,63.0,0.8,-1,-1,-1
7,2,409.0,232.8,25.4,60.2,0.8,-1,-1,-1
7,1,51.1,238.0,55.9,129.4,0.8,-1,-1,-1
8,6,24.1,245.7,52.5,124.8,0.7,-1,-1,-1
8,5,392.7,227.4,27.2,67.2,0.8,-1,-1,-1
8,4,210.1,225.2,25.8,61.6,0.8,-1,-1,-1
8,3,231.4,223.5,26.7,63.1,0.8,-1,-1,-1
8,2,409.7,232.7,25.7,60.7,0.8,-1,-1,-1
8,1,51.3,238.7,56.0,130.3,0.8,-1,-1,-1
9,6,23.9,244.7,52.7,126.2,0.7,-1,-1,-1
9,5,393.9,227.9,27.3,67.8,0.8,-1,-1,-1
9,4,210.6,225.7,25.8,61.5,0.8,-1,-1,-1
9,3,231.3,223.7,26.9,63.5,0.8,-1,-1,-1
9,2,410.9,233.6,25.8,60.9,0.8,-1,-1,-1
9,1,51.1,239.1,55.7,131.0,0.8,-1,-1,-1
10,6,23.3,242.8,52.1,124.7,0.7,-1,-1,-1
10,5,394.6,227.8,27.5,68.5,0.8,-1,-1,-1
10,4,210.7,225.4,26.1,61.8,0.8,-1,-1,-1
10,3,231.2,223.7,27.1,63.8,0.8,-1,-1,-1
10,2,411.6,233.9,25.9,61.5,0.8,-1,-1,-1
10,1,50.1,238.9,56.1,132.2,0.8,-1,-1,-1
11,6,21.6,241.9,52.0,125.7,0.8,-1,-1,-1
11,5,394.9,227.7,27.7,69.3,0.8,-1,-1,-1
11,4,211.1,225.5,26.3,62.0,0.8,-1,-1,-1
11,3,231.0,223.7,27.1,64.0,0.8,-1,-1,-1
11,2,412.3,234.5,26.0,61.9,0.8,-1,-1,-1
11,1,48.5,238.1,57.1,134.7,0.8,-1,-1,-1
12,6,20.6,241.3,52.7,127.3,0.7,-1,-1,-1
12,5,395.3,227.8,27.8,69.8,0.8,-1,-1,-1
12,4,211.4,225.0,26.5,62.3,0.8,-1,-1,-1
12,3,230.9,223.4,27.2,64.1,0.8,-1,-1,-1
12,2,412.7,234.5,26.2,62.5,0.8,-1,-1,-1
12,1,47.5,237.2,58.1,136.6,0.8,-1,-1,-1
13,6,19.4,241.4,53.3,128.8,0.7,-1,-1,-1
13,5,395.6,227.5,28.3,70.2,0.8,-1,-1,-1
13,4,211.7,224.6,26.7,62.9,0.8,-1,-1,-1
13,3,230.6,223.1,27.3,64.1,0.8,-1,-1,-1
13,2,413.0,234.8,26.5,63.1,0.8,-1,-1,-1
13,1,46.9,236.4,58.8,137.6,0.8,-1,-1,-1
14,6,19.1,241.4,54.2,130.4,0.7,-1,-1,-1
14,5,397.2,226.8,28.5,71.1,0.7,-1,-1,-1
14,4,212.0,224.2,26.8,62.9,0.8,-1,-1,-1
14,3,230.6,222.6,27.5,64.4,0.8,-1,-1,-1
14,2,413.9,234.7,26.8,63.8,0.8,-1,-1,-1
14,1,47.0,236.4,59.1,138.9,0.8,-1,-1,-1
15,6,18.5,241.5,55.1,132.2,0.7,-1,-1,-1
15,5,398.3,226.7,28.8,71.8,0.8,-1,-1,-1
15,4,212.5,224.3,26.7,62.7,0.8,-1,-1,-1
15,3,230.9,222.3,27.6,64.4,0.8,-1,-1,-1
15,2,415.1,234.3,27.2,64.6,0.8,-1,-1,-1
15,1,47.3,236.3,59.4,139.6,0.8,-1,-1,-1
16,6,19.5,241.6,56.5,133.8,0.7,-1,-1,-1
16,5,400.0,226.9,28.8,71.7,0.8,-1,-1,-1
16,4,213.0,223.7,26.8,63.0,0.8,-1,-1,-1
16,3,231.5,221.8,27.6,64.6,0.8,-1,-1,-1
16,2,418.0,235.0,26.8,64.3,0.8,-1,-1,-1
16,1,47.3,235.7,59.6,140.1,0.8,-1,-1,-1
17,6,22.4,240.6,58.1,136.0,0.6,-1,-1,-1
17,5,401.1,227.1,28.8,71.7,0.8,-1,-1,-1
17,4,213.4,223.3,27.0,63.6,0.8,-1,-1,-1
17,3,231.9,221.5,27.8,65.1,0.8,-1,-1,-1
17,2,419.4,234.0,27.0,64.5,0.8,-1,-1,-1
17,1,46.8,236.1,59.5,140.7,0.8,-1,-1,-1
18,6,22.4,240.8,59.8,138.1,0.6,-1,-1,-1
18,5,402.5,227.2,28.8,71.4,0.8,-1,-1,-1
18,4,214.2,223.2,27.0,63.6,0.8,-1,-1,-1
18,3,232.4,221.4,27.7,65.2,0.8,-1,-1,-1
