20,1,43.0,242.0,58.0,131.0,1.0,-1,-1,-1
20,2,426.0,234.0,23.0,67.0,1.0,-1,-1,-1
20,3,404.0,225.0,29.0,77.0,1.0,-1,-1,-1
20,4,220.0,229.0,20.0,58.0,1.0,-1,-1,-1
20,5,16.0,246.0,57.0,129.0,1.0,-1,-1,-1
40,6,19.0,239.0,70.0,171.0,1.0,-1,-1,-1
40,7,457.0,232.0,26.0,81.0,1.0,-1,-1,-1
40,8,431.0,229.0,35.0,87.0,1.0,-1,-1,-1
40,9,220.0,225.0,26.0,63.0,1.0,-1,-1,-1
40,10,1.0,250.0,49.0,166.0,1.0,-1,-1,-1
40,11,507.0,220.0,18.0,45.0,1.0,-1,-1,-1
40,12,526.0,219.0,18.0,45.0,1.0,-1,-1,-1
60,13,480.0,237.0,33.0,104.0,1.0,-1,-1,-1
60,14,452.0,233.0,41.0,111.0,1.0,-1,-1,-1
60,15,203.0,227.0,24.0,63.0,1.0,-1,-1,-1
60,16,426.0,223.0,20.0,46.0,1.0,-1,-1,-1
60,17,538.0,218.0,26.0,49.0,1.0,-1,-1,-1
80,18,535.0,251.0,44.0,135.0,1.0,-1,-1,-1
80,19,496.0,240.0,57.0,152.0,1.0,-1,-1,-1
80,20,190.0,225.0,26.0,73.0,1.0,-1,-1,-1
80,21,426.0,229.0,20.0,44.0,1.0,-1,-1,-1
80,22,457.0,230.0,18.0,47.0,1.0,-1,-1,-1
80,23,485.0,220.0,22.0,47.0,1.0,-1,-1,-1
100,24,181.0,228.0,27.0,82.0,1.0,-1,-1,-1
100,25,430.0,224.0,25.0,57.0,1.0,-1,-1,-1
100,26,464.0,232.0,23.0,48.0,1.0,-1,-1,-1
100,27,495.0,226.0,25.0,47.0,1.0,-1,-1,-1
100,28,612.0,220.0,23.0,76.0,1.0,-1,-1,-1
100,29,594.0,219.0,22.0,59.0,1.0,-1,-1,-1
100,30,259.0,223.0,20.0,39.0,1.0,-1,-1,-1
100,31,271.0,219.0,16.0,42.0,1.0,-1,-1,-1
100,32,385.0,225.0,20.0,40.0,1.0,-1,-1,-1
100,33,402.0,227.0,17.0,40.0,1.0,-1,-1,-1
100,34,414.0,226.0,17.0,42.0,1.0,-1,-1,-1
120,35,130.0,225.0,34.0,103.0,1.0,-1,-1,-1
120,36,421.0,224.0,28.0,67.0,1.0,-1,-1,-1
120,37,231.0,218.0,20.0,44.0,1.0,-1,-1,-1
120,38,243.0,219.0,21.0,48.0,1.0,-1,-1,-1
120,39,459.0,234.0,23.0,59.0,1.0,-1,-1,-1
120,40,496.0,225.0,27.0,62.0,1.0,-1,-1,-1
120,41,370.0,226.0,20.0,33.0,1.0,-1,-1,-1
120,42,387.0,224.0,20.0,46.0,1.0,-1,-1,-1
120,43,403.0,225.0,18.0,48.0,1.0,-1,-1,-1
140,44,37.0,224.0,51.0,129.0,1.0,-1,-1,-1
140,45,418.0,224.0,28.0,84.0,1.0,-1,-1,-1
140,46,353.0,229.0,23.0,49.0,1.0,-1,-1,-1
140,47,188.0,221.0,20.0,48.0,1.0,-1,-1,-1
140,48,458.0,234.0,22.0,76.0,1.0,-1,-1,-1
140,49,205.0,222.0,20.0,47.0,1.0,-1,-1,-1
140,50,371.0,227.0,25.0,47.0,1.0,-1,-1,-1
140,51,400.0,232.0,23.0,45.0,1.0,-1,-1,-1
140,52,501.0,220.0,29.0,76.0,1.0,-1,-1,-1
140,53,594.0,228.0,34.0,93.0,1.0,-1,-1,-1
160,54,23.0,223.0,66.0,170.0,1.0,-1,-1,-1
160,55,437.0,225.0,32.0,105.0,1.0,-1,-1,-1
160,56,361.0,229.0,24.0,58.0,1.0,-1,-1,-1
160,57,388.0,231.0,22.0,54.0,1.0,-1,-1,-1
160,58,145.0,225.0,21.0,61.0,1.0,-1,-1,-1
160,59,166.0,221.0,27.0,67.0,1.0,-1,-1,-1
160,60,488.0,239.0,26.0,88.0,1.0,-1,-1,-1
160,61,529.0,227.0,33.0,85.0,1.0,-1,-1,-1
160,62,327.0,220.0,17.0,33.0,1.0,-1,-1,-1
180,63,475.0,225.0,46.0,143.0,1.0,-1,-1,-1
180,64,400.0,232.0,26.0,77.0,1.0,-1,-1,-1
180,65,421.0,232.0,32.0,73.0,1.0,-1,-1,-1
180,66,102.0,221.0,34.0,93.0,1.0,-1,-1,-1
180,67,130.0,224.0,35.0,93.0,1.0,-1,-1,-1
180,68,549.0,246.0,37.0,119.0,1.0,-1,-1,-1
180,69,594.0,223.0,40.0,116.0,1.0,-1,-1,-1
180,70,314.0,220.0,15.0,33.0,1.0,-1,-1,-1
180,71,329.0,219.0,20.0,38.0,1.0,-1,-1,-1
200,72,577.0,231.0,62.0,201.0,1.0,-1,-1,-1
200,73,478.0,235.0,36.0,100.0,1.0,-1,-1,-1
200,74,507.0,235.0,37.0,98.0,1.0,-1,-1,-1
200,75,30.0,226.0,48.0,131.0,1.0,-1,-1,-1
200,76,67.0,221.0,54.0,136.0,1.0,-1,-1,-1
200,77,336.0,220.0,15.0,36.0,1.0,-1,-1,-1
200,78,350.0,214.0,15.0,41.0,1.0,-1,-1,-1
200,79,138.0,210.0,25.0,50.0,1.0,-1,-1,-1
220,80,168.0,218.0,24.0,52.0,1.0,-1,-1,-1
220,81,347.0,220.0,21.0,39.0,1.0,-1,-1,-1
220,82,362.0,220.0,25.0,42.0,1.0,-1,-1,-1
240,83,126.0,218.0,28.0,74.0,1.0,-1,-1,-1
240,84,146.0,222.0,23.0,61.0,1.0,-1,-1,-1
240,85,357.0,223.0,21.0,53.0,1.0,-1,-1,-1
240,86,377.0,219.0,26.0,59.0,1.0,-1,-1,-1
260,87,395.0,229.0,25.0,61.0,1.0,-1,-1,-1
260,88,368.0,230.0,25.0,56.0,1.0,-1,-1,-1
260,89,131.0,232.0,28.0,59.0,1.0,-1,-1,-1
260,90,104.0,223.0,29.0,76.0,1.0,-1,-1,-1
260,91,232.0,222.0,20.0,54.0,1.0,-1,-1,-1
260,92,246.0,220.0,19.0,53.0,1.0,-1,-1,-1
280,93,418.0,230.0,28.0,67.0,1.0,-1,-1,-1
280,94,391.0,231.0,30.0,71.0,1.0,-1,-1,-1
280,95,106.0,227.0,28.0,65.0,1.0,-1,-1,-1
280,96,80.0,217.0,33.0,83.0,1.0,-1,-1,-1
280,97,206.0,222.0,20.0,61.0,1.0,-1,-1,-1
280,98,222.0,217.0,20.0,57.0,1.0,-1,-1,-1
280,99,239.0,214.0,26.0,57.0,1.0,-1,-1,-1
300,100,451.0,233.0,35.0,104.0,1.0,-1,-1,-1
300,101,422.0,230.0,34.0,102.0,1.0,-1,-1,-1
300,102,66.0,221.0,35.0,91.0,1.0,-1,-1,-1
300,103,31.0,214.0,37.0,98.0,1.0,-1,-1,-1
300,104,160.0,218.0,30.0,77.0,1.0,-1,-1,-1
300,105,186.0,216.0,26.0,69.0,1.0,-1,-1,-1
300,106,212.0,209.0,29.0,82.0,1.0,-1,-1,-1
320,107,523.0,240.0,51.0,162.0,1.0,-1,-1,-1
320,108,485.0,247.0,42.0,150.0,1.0,-1,-1,-1
320,109,46.0,235.0,41.0,104.0,1.0,-1,-1,-1
320,110,9.0,220.0,49.0,117.0,1.0,-1,-1,-1
320,111,128.0,229.0,34.0,87.0,1.0,-1,-1,-1
320,112,165.0,219.0,32.0,93.0,1.0,-1,-1,-1
320,113,196.0,215.0,35.0,98.0,1.0,-1,-1,-1
320,114,234.0,216.0,23.0,56.0,1.0,-1,-1,-1
340,115,15.0,228.0,52.0,136.0,1.0,-1,-1,-1
340,116,81.0,223.0,50.0,118.0,1.0,-1,-1,-1
340,117,130.0,215.0,46.0,128.0,1.0,-1,-1,-1
340,118,171.0,213.0,45.0,138.0,1.0,-1,-1,-1
340,119,226.0,220.0,21.0,63.0,1.0,-1,-1,-1
340,120,243.0,216.0,24.0,61.0,1.0,-1,-1,-1
340,121,298.0,219.0,21.0,38.0,1.0,-1,-1,-1
340,122,312.0,216.0,19.0,48.0,1.0,-1,-1,-1
340,123,325.0,218.0,22.0,43.0,1.0,-1,-1,-1
360,124,1.0,233.0,51.0,169.0,1.0,-1,-1,-1
360,125,47.0,222.0,58.0,170.0,1.0,-1,-1,-1
360,126,98.0,212.0,61.0,189.0,1.0,-1,-1,-1
360,127,195.0,224.0,28.0,72.0,1.0,-1,-1,-1
360,128,219.0,220.0,28.0,76.0,1.0,-1,-1,-1
360,129,287.0,218.0,20.0,44.0,1.0,-1,-1,-1
360,130,304.0,220.0,19.0,43.0,1.0,-1,-1,-1
360,131,318.0,223.0,20.0,38.0,1.0,-1,-1,-1
380,132,134.0,228.0,31.0,77.0,1.0,-1,-1,-1
380,133,159.0,223.0,35.0,76.0,1.0,-1,-1,-1
380,134,256.0,220.0,19.0,47.0,1.0,-1,-1,-1
380,135,270.0,222.0,21.0,43.0,1.0,-1,-1,-1
380,136,287.0,218.0,21.0,46.0,1.0,-1,-1,-1
400,137,125.0,226.0,32.0,80.0,1.0,-1,-1,-1
400,138,88.0,231.0,36.0,90.0,1.0,-1,-1,-1
420,139,90.0,228.0,36.0,89.0,1.0,-1,-1,-1
440,140,9.0,225.0,53.0,122.0,1.0,-1,-1,-1
440,141,310.0,220.0,24.0,54.0,1.0,-1,-1,-1
440,142,330.0,220.0,19.0,49.0,1.0,-1,-1,-1
440,143,346.0,222.0,18.0,46.0,1.0,-1,-1,-1
440,144,361.0,224.0,18.0,38.0,1.0,-1,-1,-1
460,145,308.0,221.0,20.0,49.0,1.0,-1,-1,-1
460,146,332.0,221.0,21.0,48.0,1.0,-1,-1,-1
460,147,345.0,227.0,20.0,43.0,1.0,-1,-1,-1
460,148,361.0,228.0,19.0,40.0,1.0,-1,-1,-1
480,149,312.0,217.0,25.0,51.0,1.0,-1,-1,-1
480,150,330.0,220.0,24.0,51.0,1.0,-1,-1,-1
480,151,349.0,220.0,24.0,49.0,1.0,-1,-1,-1
500,152,348.0,217.0,24.0,57.0,1.0,-1,-1,-1
520,153,377.0,216.0,31.0,67.0,1.0,-1,-1,-1
520,154,404.0,221.0,26.0,57.0,1.0,-1,-1,-1
540,155,410.0,219.0,30.0,68.0,1.0,-1,-1,-1
540,156,435.0,224.0,21.0,60.0,1.0,-1,-1,-1
540,157,449.0,230.0,18.0,52.0,1.0,-1,-1,-1
